,Date,Game,Time,Result
109,03/12/2011,"בית""ר י-ם - מכבי ע. פ""ת",19:30,0-0
110,04/12/2011,"הפועל חיפה - מכבי ת""א",20:02,0-2
111,05/12/2011,"הפועל ת""א - מכבי חיפה",20:50,0-3
112,10/12/2011,"הפועל ראשל""צ - הפועל ב""ש",18:00,1-0
113,10/12/2011,בני סכנין - מ.ס. אשדוד,18:00,2-1
114,10/12/2011,"הפועל ניר רמה""ש - הפועל פ""ת",18:00,0-0
115,10/12/2011,"מכבי ע. פ""ת - הפועל עכו",18:45,4-0
116,10/12/2011,"מכבי ת""א - מכבי נתניה",19:05,1-1
117,10/12/2011,מכבי חיפה - הפועל חיפה,19:45,3-1
118,11/12/2011,"בני יהודה ת""א - בית""ר י-ם",20:00,0-3
119,12/12/2011,"הפועל ק""ש - הפועל ת""א",20:50,0-1
120,17/12/2011,"בני יהודה ת""א - הפועל עכו",15:00,1-4
121,17/12/2011,"בית""ר י-ם - הפועל ב""ש",17:20,1-0
122,17/12/2011,"הפועל ק""ש - הפועל חיפה",18:00,0-1
123,17/12/2011,"הפועל ניר רמה""ש - מ.ס. אשדוד",18:00,1-1
124,17/12/2011,"בני סכנין - הפועל ראשל""צ",18:00,0-1
125,17/12/2011,"מכבי ת""א - הפועל פ""ת",19:34,0-1
126,18/12/2011,"מכבי ע. פ""ת - הפועל ת""א",20:15,0-1
127,19/12/2011,מכבי חיפה - מכבי נתניה,20:50,1-2
128,24/12/2011,"הפועל פ""ת - מכבי חיפה",17:30,1-3
129,24/12/2011,"הפועל חיפה - מכבי ע. פ""ת",18:00,1-1
130,24/12/2011,"הפועל ראשל""צ - הפועל ניר רמה""ש",18:00,1-1
131,24/12/2011,"הפועל ב""ש - בני סכנין",18:02,2-0
132,24/12/2011,"מכבי נתניה - הפועל ק""ש",19:05,1-0
133,24/12/2011,"הפועל ת""א - בני יהודה ת""א",20:00,1-1
134,25/12/2011,"הפועל עכו - בית""ר י-ם",19:10,1-1
135,25/12/2011,"מ.ס. אשדוד - מכבי ת""א",20:50,1-2
136,27/12/2011,"בני יהודה ת""א - הפועל חיפה",19:00,0-1
137,28/12/2011,"הפועל ב""ש - הפועל עכו",19:00,1-2
138,28/12/2011,"מכבי ע. פ""ת - מכבי נתניה",19:00,1-0
139,28/12/2011,"הפועל ק""ש - הפועל פ""ת",19:00,0-2
140,28/12/2011,"הפועל ניר רמה""ש - בני סכנין",19:00,1-0
141,28/12/2011,"מכבי ת""א - הפועל ראשל""צ",19:15,1-3
142,28/12/2011,מכבי חיפה - מ.ס. אשדוד,20:00,1-1
143,28/12/2011,"בית""ר י-ם - הפועל ת""א",20:50,1-1
144,31/12/2011,"בני סכנין - מכבי ת""א",17:30,3-1
145,31/12/2011,"הפועל פ""ת - מכבי ע. פ""ת",18:00,0-1
146,31/12/2011,"הפועל ראשל""צ - מכבי חיפה",18:00,2-4
147,31/12/2011,"הפועל ניר רמה""ש - הפועל ב""ש",18:00,3-3
148,31/12/2011,"מכבי נתניה - בני יהודה ת""א",18:02,0-1
149,31/12/2011,"הפועל ת""א - הפועל עכו",20:00,1-2
150,01/01/2012,"הפועל חיפה - בית""ר י-ם",20:00,0-3
151,02/01/2012,"מ.ס. אשדוד - הפועל ק""ש",20:50,0-0
152,07/01/2012,"הפועל ק""ש - הפועל ראשל""צ",17:00,0-2
153,07/01/2012,"בית""ר י-ם - מכבי נתניה",17:40,1-2
154,07/01/2012,הפועל עכו - הפועל חיפה,18:00,0-1
155,07/01/2012,"בני יהודה ת""א - הפועל פ""ת",18:00,1-5
156,07/01/2012,"מכבי ע. פ""ת - מ.ס. אשדוד",18:00,3-2
157,07/01/2012,"הפועל ב""ש - הפועל ת""א",20:00,1-1
158,08/01/2012,"מכבי ת""א - הפועל ניר רמה""ש",20:00,1-0
159,09/01/2012,מכבי חיפה - בני סכנין,20:50,0-0
160,14/01/2012,מכבי נתניה - הפועל עכו,18:00,1-1
161,14/01/2012,"מ.ס. אשדוד - בני יהודה ת""א",18:00,0-0
162,14/01/2012,"הפועל ראשל""צ - מכבי ע. פ""ת",18:00,2-2
163,14/01/2012,"בני סכנין - הפועל ק""ש",18:00,3-2
164,14/01/2012,"מכבי ת""א - הפועל ב""ש",19:15,0-4
165,14/01/2012,"הפועל ניר רמה""ש - מכבי חיפה",20:00,0-0
166,15/01/2012,"הפועל פ""ת - בית""ר י-ם",19:45,1-0
167,16/01/2012,"הפועל חיפה - הפועל ת""א",20:50,0-3
168,21/01/2012,"הפועל ת""א - מכבי נתניה",17:00,3-7
169,21/01/2012,"הפועל ק""ש - הפועל ניר רמה""ש",17:40,0-4
170,21/01/2012,"הפועל ב""ש - הפועל חיפה",18:00,0-2
171,21/01/2012,"הפועל עכו - הפועל פ""ת",18:00,1-3
172,21/01/2012,"מכבי ע. פ""ת - בני סכנין",18:00,3-1
173,21/01/2012,"בית""ר י-ם - מ.ס. אשדוד",20:00,0-1
174,22/01/2012,"בני יהודה ת""א - הפועל ראשל""צ",19:30,0-1
175,23/01/2012,"מכבי חיפה - מכבי ת""א",20:50,1-2
176,28/01/2012,מכבי נתניה - הפועל חיפה,18:00,1-1
177,28/01/2012,מ.ס. אשדוד - הפועל עכו,18:00,1-1
178,28/01/2012,"בני סכנין - בני יהודה ת""א",18:00,2-2
179,28/01/2012,"הפועל ניר רמה""ש - מכבי ע. פ""ת",18:00,1-0
180,28/01/2012,"מכבי חיפה - הפועל ב""ש",18:45,1-3
181,28/01/2012,"הפועל ראשל""צ - בית""ר י-ם",19:30,0-2
182,29/01/2012,"הפועל פ""ת - הפועל ת""א",20:10,3-2
183,30/01/2012,"מכבי ת""א - הפועל ק""ש",20:55,1-1
184,04/02/2012,"בני יהודה ת""א - הפועל ניר רמה""ש",15:00,1-1
185,04/02/2012,"מכבי ע. פ""ת - מכבי ת""א",17:20,1-2
186,04/02/2012,"הפועל ב""ש - מכבי נתניה",18:00,2-1
187,04/02/2012,"הפועל חיפה - הפועל פ""ת",18:00,2-2
188,04/02/2012,"הפועל עכו - הפועל ראשל""צ",18:00,2-2
189,04/02/2012,"בית""ר י-ם - בני סכנין",18:15,3-0
190,04/02/2012,"הפועל ת""א - מ.ס. אשדוד",20:15,0-0
191,05/02/2012,"הפועל ק""ש - מכבי חיפה",20:50,0-1
192,11/02/2012,"הפועל פ""ת - מכבי נתניה",18:00,1-3
193,11/02/2012,מ.ס. אשדוד - הפועל חיפה,18:00,2-3
194,11/02/2012,בני סכנין - הפועל עכו,18:00,1-2
195,11/02/2012,"הפועל ראשל""צ - הפועל ת""א",18:20,2-1
196,11/02/2012,"מכבי ת""א - בני יהודה ת""א",19:30,1-0
197,11/02/2012,"הפועל ניר רמה""ש - בית""ר י-ם",20:20,0-2
198,12/02/2012,"הפועל ק""ש - הפועל ב""ש",20:50,1-1
199,13/02/2012,"מכבי חיפה - מכבי ע. פ""ת",20:00,1-4
200,18/02/2012,"הפועל ת""א - בני סכנין",17:00,0-0
201,18/02/2012,מכבי נתניה - מ.ס. אשדוד,18:00,0-1
202,18/02/2012,"הפועל חיפה - הפועל ראשל""צ",18:00,2-3
203,18/02/2012,"הפועל ב""ש - הפועל פ""ת",19:00,2-1
204,18/02/2012,"הפועל עכו - הפועל ניר רמה""ש",19:00,0-2
205,18/02/2012,"מכבי ע. פ""ת - הפועל ק""ש",19:30,2-0
206,19/02/2012,"בני יהודה ת""א - מכבי חיפה",20:32,0-0
207,20/02/2012,"בית""ר י-ם - מכבי ת""א",20:50,0-0
208,25/02/2012,"מכבי ת""א - הפועל עכו",17:00,0-2
209,25/02/2012,"הפועל ק""ש - בני יהודה ת""א",17:30,0-1
210,25/02/2012,"מ.ס. אשדוד - הפועל פ""ת",18:00,1-1
211,25/02/2012,"הפועל ראשל""צ - מכבי נתניה",18:00,0-0
212,25/02/2012,"מכבי ע. פ""ת - הפועל ב""ש",19:00,2-1
213,25/02/2012,"הפועל ניר רמה""ש - הפועל ת""א",20:00,1-1
214,26/02/2012,"מכבי חיפה - בית""ר י-ם",20:50,0-1
215,27/02/2012,בני סכנין - הפועל חיפה,20:00,1-0
216,03/03/2012,"הפועל חיפה - הפועל ניר רמה""ש",18:00,0-2
217,03/03/2012,"בני יהודה ת""א - מכבי ע. פ""ת",18:00,2-2
218,03/03/2012,"הפועל ב""ש - מ.ס. אשדוד",19:00,1-2
219,03/03/2012,"הפועל פ""ת - הפועל ראשל""צ",19:00,1-0
220,03/03/2012,מכבי נתניה - בני סכנין,19:00,1-3
221,03/03/2012,"בית""ר י-ם - הפועל ק""ש",19:30,0-1
222,04/03/2012,הפועל עכו - מכבי חיפה,20:10,1-0
223,05/03/2012,"הפועל ת""א - מכבי ת""א",20:50,1-0
224,10/03/2012,"הפועל ק""ש - הפועל עכו",17:00,0-2
225,10/03/2012,"הפועל ראשל""צ - מ.ס. אשדוד",18:00,1-2
226,10/03/2012,"בני סכנין - הפועל פ""ת",18:00,0-3
227,10/03/2012,"בני יהודה ת""א - הפועל ב""ש",18:00,1-5
228,10/03/2012,"הפועל ניר רמה""ש - מכבי נתניה",19:00,1-0
229,10/03/2012,"מכבי ע. פ""ת - בית""ר י-ם",20:00,3-2
230,11/03/2012,"מכבי ת""א - הפועל חיפה",20:00,0-2
231,12/03/2012,"מכבי חיפה - הפועל ת""א",20:50,4-1
232,17/03/2012,"הפועל ב""ש - הפועל ראשל""צ",17:00,1-2
233,17/03/2012,"מכבי נתניה - מכבי ת""א",17:00,0-3
234,17/03/2012,מ.ס. אשדוד - בני סכנין,18:00,3-3
235,17/03/2012,"הפועל פ""ת - הפועל ניר רמה""ש",18:00,1-1
236,17/03/2012,"הפועל עכו - מכבי ע. פ""ת",19:00,0-0
237,17/03/2012,הפועל חיפה - מכבי חיפה,19:30,1-1
238,18/03/2012,"הפועל ת""א - הפועל ק""ש",20:50,2-2
239,19/03/2012,"בית""ר י-ם - בני יהודה ת""א",19:30,1-2
240,24/03/2012,"הפועל חיפה - הפועל ב""ש",17:00,1-2
241,24/03/2012,"הפועל עכו - הפועל פ""ת",18:00,3-2
242,24/03/2012,"הפועל ניר רמה""ש - הפועל ראשל""צ",18:00,2-5
243,24/03/2012,בני סכנין - מכבי חיפה,18:00,2-0
244,24/03/2012,מ.ס. אשדוד - מכבי נתניה,18:00,2-0
245,24/03/2012,"הפועל ת""א - מכבי ת""א",20:00,0-0
246,25/03/2012,"בית""ר י-ם - מכבי ע. פ""ת",19:30,1-3
247,26/03/2012,"הפועל ק""ש - בני יהודה ת""א",20:50,1-0
248,31/03/2012,"בני יהודה ת""א - מכבי נתניה",15:00,0-1
249,31/03/2012,"הפועל פ""ת - הפועל ב""ש",15:00,1-1
250,31/03/2012,"הפועל עכו - הפועל ניר רמה""ש",18:00,0-2
251,31/03/2012,"מכבי ת""א - בני סכנין",19:30,2-5
252,31/03/2012,"מכבי ע. פ""ת - הפועל חיפה",19:30,1-2
253,31/03/2012,"הפועל ראשל""צ - בית""ר י-ם",20:00,2-1
254,02/04/2012,מכבי חיפה - מ.ס. אשדוד,19:00,0-3
255,02/04/2012,"הפועל ק""ש - הפועל ת""א",20:50,0-0
256,14/04/2012,"מ.ס. אשדוד - מכבי ת""א",17:30,1-1
257,14/04/2012,"הפועל ניר רמה""ש - הפועל פ""ת",18:00,1-2
258,14/04/2012,"בני סכנין - הפועל ק""ש",18:00,0-5
259,14/04/2012,"הפועל חיפה - הפועל ראשל""צ",18:00,0-2
260,14/04/2012,"הפועל ת""א - בני יהודה ת""א",19:00,3-3
261,14/04/2012,מכבי נתניה - מכבי חיפה,19:45,0-1
262,15/04/2012,"בית""ר י-ם - הפועל עכו",20:00,0-1
263,16/04/2012,"הפועל ב""ש - מכבי ע. פ""ת",20:50,0-1
264,28/04/2012,"הפועל ת""א - בני סכנין",15:00,1-3
265,28/04/2012,הפועל עכו - הפועל חיפה,17:20,0-0
266,28/04/2012,"הפועל ראשל""צ - הפועל ב""ש",17:20,1-0
267,28/04/2012,"הפועל פ""ת - מכבי ע. פ""ת",17:20,1-0
268,28/04/2012,"הפועל ק""ש - מ.ס. אשדוד",19:30,0-1
269,28/04/2012,"בני יהודה ת""א - מכבי חיפה",19:30,1-2
270,29/04/2012,"הפועל ניר רמה""ש - בית""ר י-ם",20:00,1-0
271,30/04/2012,"מכבי ת""א - מכבי נתניה",20:50,0-1
272,05/05/2012,"בני סכנין - בני יהודה ת""א",17:00,3-0
273,05/05/2012,"מ.ס. אשדוד - הפועל ת""א",17:00,2-0
274,05/05/2012,"מכבי נתניה - הפועל ק""ש",17:00,3-1
275,05/05/2012,"בית""ר י-ם - הפועל פ""ת",17:40,0-2
276,05/05/2012,"הפועל חיפה - הפועל ניר רמה""ש",20:00,1-1
277,05/05/2012,"הפועל ב""ש - הפועל עכו",20:00,3-1
278,05/05/2012,"מכבי ע. פ""ת - הפועל ראשל""צ",20:00,1-2
279,06/05/2012,"מכבי חיפה - מכבי ת""א",20:50,1-2
280,08/05/2012,"בית""ר י-ם - הפועל חיפה",19:00,0-0
281,08/05/2012,"הפועל ניר רמה""ש - הפועל ב""ש",19:00,0-0
282,08/05/2012,"הפועל עכו - מכבי ע. פ""ת",19:00,2-1
283,08/05/2012,"הפועל פ""ת - הפועל ראשל""צ",19:00,0-2
284,08/05/2012,בני סכנין - מ.ס. אשדוד,20:50,2-1
285,08/05/2012,"הפועל ת""א - מכבי נתניה",20:50,3-1
286,09/05/2012,"הפועל ק""ש - מכבי חיפה",19:00,1-0
287,09/05/2012,"בני יהודה ת""א - מכבי ת""א",19:00,3-4
288,12/05/2012,"מ.ס. אשדוד - בני יהודה ת""א",17:00,1-2
289,12/05/2012,מכבי נתניה - בני סכנין,17:00,2-3
290,12/05/2012,"מכבי חיפה - הפועל ת""א",17:00,1-1
291,12/05/2012,"מכבי ת""א - הפועל ק""ש",17:00,2-3
292,12/05/2012,"הפועל חיפה - הפועל פ""ת",21:00,1-2
293,12/05/2012,"הפועל ב""ש - בית""ר י-ם",21:00,1-3
294,12/05/2012,"מכבי ע. פ""ת - הפועל ניר רמה""ש",21:00,0-0
295,12/05/2012,"הפועל ראשל""צ - הפועל עכו",21:00,2-1
