,Date,Game,Time,Result
42,20/10/2012,"הפועל ר""ג אסי - מכבי נתניה",18:00,1-1
43,20/10/2012,"הפועל ניר רמה""ש - בני סכנין",18:00,3-1
44,20/10/2012,"הפועל עכו - מכבי ת""א",20:08,2-0
45,21/10/2012,"בני יהודה ת""א - בית""ר י-ם",20:00,2-1
46,22/10/2012,"הפועל ת""א - מכבי חיפה",20:50,0-3
47,29/10/2012,"הפועל ק""ש - הפועל ב""ש",19:00,1-1
48,29/10/2012,"בית""ר י-ם - הפועל ת""א",20:50,2-3
49,03/11/2012,"מכבי ת""א - הפועל ר""ג אסי",17:15,1-3
50,03/11/2012,"הפועל ב""ש - מ.ס. אשדוד",18:00,0-0
51,03/11/2012,"הפועל ק""ש - הפועל עכו",18:00,0-1
52,03/11/2012,בני סכנין - הפועל חיפה,18:00,0-2
53,03/11/2012,"בית""ר י-ם - הפועל ניר רמה""ש",19:30,0-1
54,04/11/2012,"מכבי נתניה - הפועל ת""א",20:50,1-2
55,05/11/2012,"מכבי חיפה - בני יהודה ת""א",19:45,1-1
56,10/11/2012,"בני יהודה ת""א - מכבי נתניה",15:50,0-3
57,10/11/2012,הפועל חיפה - מ.ס. אשדוד,18:00,1-2
58,10/11/2012,"הפועל עכו - הפועל ב""ש",18:00,2-2
59,10/11/2012,"הפועל ניר רמה""ש - מכבי חיפה",18:00,1-1
60,10/11/2012,"בני סכנין - בית""ר י-ם",20:10,1-1
61,11/11/2012,"הפועל ר""ג אסי - הפועל ק""ש",19:00,1-1
62,11/11/2012,"הפועל ת""א - מכבי ת""א",20:54,0-1
63,17/11/2012,"מכבי ת""א - בני יהודה ת""א",17:15,1-0
64,17/11/2012,"מכבי נתניה - הפועל ניר רמה""ש",18:00,2-1
65,17/11/2012,"הפועל ק""ש - הפועל ת""א",19:30,1-0
66,18/11/2012,"בית""ר י-ם - הפועל חיפה",20:10,0-3
67,19/11/2012,מכבי חיפה - בני סכנין,21:03,0-0
68,24/11/2012,הפועל חיפה - הפועל עכו,18:00,0-0
69,24/11/2012,"הפועל ר""ג אסי - מ.ס. אשדוד",18:00,1-0
70,24/11/2012,בני סכנין - מכבי נתניה,18:00,0-0
71,24/11/2012,"הפועל ניר רמה""ש - מכבי ת""א",20:00,4-3
72,25/11/2012,"בני יהודה ת""א - הפועל ק""ש",20:30,2-0
73,26/11/2012,"הפועל ת""א - הפועל ב""ש",19:30,1-4
74,26/11/2012,"בית""ר י-ם - מכבי חיפה",20:50,2-1
75,01/12/2012,"מכבי ת""א - בני סכנין",17:00,0-4
76,01/12/2012,"הפועל עכו - הפועל ר""ג אסי",18:00,3-0
77,01/12/2012,"הפועל ב""ש - בני יהודה ת""א",18:00,0-1
78,01/12/2012,"הפועל ק""ש - הפועל ניר רמה""ש",18:00,0-2
79,01/12/2012,"מכבי נתניה - בית""ר י-ם",19:30,3-2
80,02/12/2012,הפועל חיפה - מכבי חיפה,20:15,3-0
81,03/12/2012,"מ.ס. אשדוד - הפועל ת""א",20:50,2-1
82,04/12/2012,"הפועל ב""ש - הפועל ר""ג אסי",19:15,2-3
83,08/12/2012,"הפועל ר""ג אסי - הפועל חיפה",18:00,1-1
84,08/12/2012,"הפועל ניר רמה""ש - הפועל ב""ש",18:00,1-0
85,08/12/2012,"בני יהודה ת""א - מ.ס. אשדוד",18:46,0-2
86,08/12/2012,מכבי חיפה - מכבי נתניה,19:30,0-1
87,09/12/2012,"הפועל ת""א - הפועל עכו",20:15,0-0
88,10/12/2012,"בני סכנין - הפועל ק""ש",19:00,3-1
89,10/12/2012,"בית""ר י-ם - מכבי ת""א",20:50,1-1
90,12/12/2012,מ.ס. אשדוד - הפועל עכו,19:00,0-2
91,15/12/2012,מכבי נתניה - הפועל חיפה,18:00,0-0
92,15/12/2012,"הפועל ניר רמה""ש - מ.ס. אשדוד",18:00,0-1
93,15/12/2012,"הפועל ת""א - הפועל ר""ג אסי",19:15,2-2
94,15/12/2012,"בני סכנין - הפועל ב""ש",20:00,2-3
95,16/12/2012,"בני יהודה ת""א - הפועל עכו",19:00,1-2
96,16/12/2012,"בית""ר י-ם - הפועל ק""ש",20:15,2-2
97,17/12/2012,"מכבי חיפה - מכבי ת""א",20:50,0-1
98,22/12/2012,"הפועל חיפה - הפועל ת""א",17:00,2-2
99,22/12/2012,מ.ס. אשדוד - בני סכנין,18:00,2-1
100,22/12/2012,"הפועל עכו - הפועל ניר רמה""ש",18:00,2-0
101,22/12/2012,"הפועל ר""ג אסי - בני יהודה ת""א",18:00,0-1
102,22/12/2012,"מכבי ת""א - מכבי נתניה",19:30,1-2
103,23/12/2012,"הפועל ב""ש - בית""ר י-ם",20:15,0-0
104,24/12/2012,"הפועל ק""ש - מכבי חיפה",20:50,0-0
105,29/12/2012,"בני יהודה ת""א - הפועל ת""א",17:30,1-2
106,29/12/2012,"מכבי נתניה - הפועל ק""ש",18:00,4-3
107,29/12/2012,בני סכנין - הפועל עכו,18:00,1-2
108,29/12/2012,"הפועל ניר רמה""ש - הפועל ר""ג אסי",18:00,0-1
109,29/12/2012,"מכבי חיפה - הפועל ב""ש",20:00,0-2
110,30/12/2012,"מכבי ת""א - הפועל חיפה",20:15,2-6
111,31/12/2012,"בית""ר י-ם - מ.ס. אשדוד",20:50,1-1
112,05/01/2013,"הפועל ת""א - הפועל ניר רמה""ש",17:00,0-1
113,05/01/2013,"הפועל ב""ש - מכבי נתניה",18:00,3-1
114,05/01/2013,"הפועל ר""ג אסי - בני סכנין",18:00,1-2
115,05/01/2013,"הפועל חיפה - בני יהודה ת""א",18:00,1-2
116,05/01/2013,"הפועל עכו - בית""ר י-ם",20:00,3-2
117,06/01/2013,מ.ס. אשדוד - מכבי חיפה,20:15,4-1
118,07/01/2013,"הפועל ק""ש - מכבי ת""א",20:50,0-0
119,12/01/2013,מכבי נתניה - מ.ס. אשדוד,18:00,0-2
120,12/01/2013,"הפועל ניר רמה""ש - בני יהודה ת""א",18:00,1-2
121,12/01/2013,"הפועל ק""ש - הפועל חיפה",18:03,1-1
122,12/01/2013,"בני סכנין - הפועל ת""א",19:15,3-0
123,12/01/2013,מכבי חיפה - הפועל עכו,20:00,1-3
124,13/01/2013,"בית""ר י-ם - הפועל ר""ג אסי",20:15,2-3
125,14/01/2013,"מכבי ת""א - הפועל ב""ש",20:50,0-5
126,19/01/2013,הפועל עכו - מכבי נתניה,18:00,4-4
127,19/01/2013,"בני יהודה ת""א - בני סכנין",18:00,0-0
128,19/01/2013,"הפועל חיפה - הפועל ניר רמה""ש",18:00,0-3
129,19/01/2013,"הפועל ב""ש - הפועל ק""ש",18:45,0-1
130,19/01/2013,"מ.ס. אשדוד - מכבי ת""א",19:30,0-1
131,20/01/2013,"הפועל ר""ג אסי - מכבי חיפה",20:15,3-0
132,21/01/2013,"הפועל ת""א - בית""ר י-ם",20:50,2-0
133,26/01/2013,"מכבי ת""א - הפועל עכו",17:00,0-4
134,26/01/2013,"הפועל ק""ש - מ.ס. אשדוד",18:00,0-0
135,26/01/2013,"מכבי נתניה - הפועל ר""ג אסי",18:00,1-1
136,26/01/2013,"בני סכנין - הפועל ניר רמה""ש",18:00,4-0
137,26/01/2013,"בית""ר י-ם - בני יהודה ת""א",19:30,1-0
138,27/01/2013,"הפועל ב""ש - הפועל חיפה",20:05,1-2
139,27/01/2013,"מכבי חיפה - הפועל ת""א",20:50,0-3
140,02/02/2013,"הפועל ת""א - מכבי נתניה",17:00,3-0
141,02/02/2013,"מ.ס. אשדוד - הפועל ב""ש",18:00,1-0
142,02/02/2013,"הפועל עכו - הפועל ק""ש",18:00,1-1
143,02/02/2013,הפועל חיפה - בני סכנין,18:00,3-1
144,02/02/2013,"הפועל ר""ג אסי - מכבי ת""א",19:30,1-0
145,03/02/2013,"הפועל ניר רמה""ש - בית""ר י-ם",20:05,0-1
146,03/02/2013,"בני יהודה ת""א - מכבי חיפה",20:50,0-2
147,09/02/2013,"מכבי נתניה - בני יהודה ת""א",17:00,5-3
148,09/02/2013,מ.ס. אשדוד - הפועל חיפה,18:00,1-1
149,09/02/2013,"הפועל ב""ש - הפועל עכו",18:00,0-0
150,09/02/2013,"הפועל ק""ש - הפועל ר""ג אסי",18:00,1-3
151,09/02/2013,"מכבי חיפה - הפועל ניר רמה""ש",19:30,0-4
152,10/02/2013,"בית""ר י-ם - בני סכנין",20:15,2-2
153,11/02/2013,"מכבי ת""א - הפועל ת""א",20:50,0-4
154,16/02/2013,"הפועל ת""א - הפועל ק""ש",17:00,1-1
155,16/02/2013,הפועל עכו - מ.ס. אשדוד,18:00,1-3
156,16/02/2013,"הפועל ר""ג אסי - הפועל ב""ש",18:00,0-3
157,16/02/2013,"הפועל ניר רמה""ש - מכבי נתניה",18:00,0-0
158,16/02/2013,בני סכנין - מכבי חיפה,19:30,1-0
159,17/02/2013,"הפועל חיפה - בית""ר י-ם",20:10,0-3
160,18/02/2013,"בני יהודה ת""א - מכבי ת""א",20:50,3-2
161,23/02/2013,הפועל עכו - הפועל חיפה,18:00,3-1
162,23/02/2013,"מ.ס. אשדוד - הפועל ר""ג אסי",18:00,3-2
163,23/02/2013,"הפועל ק""ש - בני יהודה ת""א",18:00,0-2
164,23/02/2013,"מכבי ת""א - הפועל ניר רמה""ש",18:45,0-1
165,23/02/2013,"הפועל ב""ש - הפועל ת""א",20:00,2-1
166,24/02/2013,מכבי נתניה - בני סכנין,19:00,0-0
167,24/02/2013,"מכבי חיפה - בית""ר י-ם",20:50,1-4
168,02/03/2013,"בני יהודה ת""א - הפועל ב""ש",15:00,0-1
169,02/03/2013,"בני סכנין - מכבי ת""א",17:15,3-0
170,02/03/2013,"הפועל ר""ג אסי - הפועל עכו",18:00,2-1
171,02/03/2013,"הפועל ניר רמה""ש - הפועל ק""ש",18:00,1-0
172,02/03/2013,"הפועל ת""א - מ.ס. אשדוד",19:30,1-1
173,03/03/2013,"בית""ר י-ם - מכבי נתניה",20:15,1-1
174,04/03/2013,מכבי חיפה - הפועל חיפה,20:50,1-1
175,09/03/2013,"הפועל עכו - הפועל ת""א",17:00,0-0
176,09/03/2013,"הפועל חיפה - הפועל ר""ג אסי",18:00,1-2
177,09/03/2013,"הפועל ב""ש - הפועל ניר רמה""ש",18:00,1-0
178,09/03/2013,"הפועל ק""ש - בני סכנין",18:00,0-2
179,09/03/2013,מכבי נתניה - מכבי חיפה,19:30,2-1
180,10/03/2013,"מכבי ת""א - בית""ר י-ם",20:50,0-5
181,11/03/2013,"מ.ס. אשדוד - בני יהודה ת""א",20:15,1-2
182,16/03/2013,"הפועל ק""ש - הפועל ת""א",17:00,1-0
183,16/03/2013,מ.ס. אשדוד - הפועל עכו,18:00,2-1
184,16/03/2013,"הפועל ב""ש - בני סכנין",18:00,2-1
185,16/03/2013,הפועל חיפה - מכבי נתניה,18:00,0-3
186,16/03/2013,"מכבי ת""א - הפועל ניר רמה""ש",19:30,0-1
187,17/03/2013,"בית""ר י-ם - הפועל ר""ג אסי",20:05,2-1
188,17/03/2013,"מכבי חיפה - בני יהודה ת""א",20:50,0-1
189,30/03/2013,"בני יהודה ת""א - הפועל ק""ש",16:00,1-1
190,30/03/2013,"הפועל ר""ג אסי - הפועל ב""ש",18:00,1-1
191,30/03/2013,הפועל עכו - מכבי נתניה,18:00,0-2
192,30/03/2013,"הפועל ניר רמה""ש - הפועל ת""א",20:08,1-0
193,30/03/2013,"מכבי ת""א - מכבי חיפה",20:50,0-0
194,01/04/2013,בני סכנין - הפועל חיפה,20:00,0-0
195,01/04/2013,"מ.ס. אשדוד - בית""ר י-ם",20:50,2-2
196,02/04/2013,"הפועל ת""א - בני יהודה ת""א",18:45,1-2
197,02/04/2013,"מכבי חיפה - הפועל ניר רמה""ש",19:30,0-6
198,03/04/2013,"הפועל ק""ש - מכבי ת""א",20:40,3-1
199,06/04/2013,"הפועל חיפה - הפועל ר""ג אסי",16:00,0-1
200,06/04/2013,"הפועל ניר רמה""ש - בני יהודה ת""א",18:00,3-0
201,06/04/2013,"הפועל ב""ש - מ.ס. אשדוד",18:10,0-2
202,06/04/2013,מכבי נתניה - בני סכנין,18:10,1-1
203,06/04/2013,"מכבי חיפה - הפועל ק""ש",20:30,2-3
204,06/04/2013,"מכבי ת""א - הפועל ת""א",21:10,0-2
205,08/04/2013,"בית""ר י-ם - הפועל עכו",20:45,2-2
206,13/04/2013,"הפועל ת""א - מכבי חיפה",15:30,2-2
207,13/04/2013,"הפועל ק""ש - הפועל ניר רמה""ש",18:00,0-1
208,13/04/2013,מ.ס. אשדוד - הפועל חיפה,18:10,0-1
209,13/04/2013,"הפועל ר""ג אסי - מכבי נתניה",18:10,0-0
210,13/04/2013,הפועל עכו - בני סכנין,18:10,1-1
211,13/04/2013,"בית""ר י-ם - הפועל ב""ש",20:20,0-1
212,13/04/2013,"בני יהודה ת""א - מכבי ת""א",21:10,2-2
213,20/04/2013,"הפועל ת""א - הפועל ק""ש",17:00,4-1
214,20/04/2013,"הפועל ב""ש - הפועל עכו",19:15,0-0
215,20/04/2013,"הפועל חיפה - בית""ר י-ם",19:15,1-3
216,20/04/2013,מכבי נתניה - מ.ס. אשדוד,19:15,1-2
217,21/04/2013,"בני יהודה ת""א - מכבי חיפה",20:00,1-2
218,22/04/2013,"הפועל ניר רמה""ש - מכבי ת""א",20:50,2-0
219,23/04/2013,"בני סכנין - הפועל ר""ג אסי",19:30,0-1
220,27/04/2013,"הפועל ק""ש - בני יהודה ת""א",18:00,1-0
221,27/04/2013,"הפועל ב""ש - הפועל חיפה",19:10,0-2
222,27/04/2013,"בית""ר י-ם - מכבי נתניה",19:10,3-1
223,27/04/2013,מ.ס. אשדוד - בני סכנין,19:10,1-1
224,27/04/2013,"הפועל עכו - הפועל ר""ג אסי",19:10,1-2
225,28/04/2013,"הפועל ת""א - הפועל ניר רמה""ש",20:15,0-2
226,29/04/2013,"מכבי חיפה - מכבי ת""א",20:50,2-2
227,04/05/2013,"מכבי ת""א - הפועל ק""ש",17:06,0-1
228,04/05/2013,"הפועל ר""ג אסי - מ.ס. אשדוד",18:00,2-1
229,04/05/2013,הפועל חיפה - הפועל עכו,19:10,1-1
230,04/05/2013,"מכבי נתניה - הפועל ב""ש",19:10,3-0
231,04/05/2013,"בני סכנין - בית""ר י-ם",19:10,0-0
232,05/05/2013,"הפועל ניר רמה""ש - מכבי חיפה",19:30,1-2
233,06/05/2013,"בני יהודה ת""א - הפועל ת""א",20:00,1-0
234,11/05/2013,"הפועל ק""ש - מכבי חיפה",17:00,2-1
235,11/05/2013,"בני יהודה ת""א - הפועל ניר רמה""ש",19:30,1-2
236,13/05/2013,"הפועל ת""א - מכבי ת""א",20:50,4-2
237,18/05/2013,"הפועל ניר רמה""ש - הפועל ק""ש",18:15,1-0
238,18/05/2013,"מכבי חיפה - הפועל ת""א",19:53,2-3
239,20/05/2013,"מכבי ת""א - בני יהודה ת""א",20:50,3-0
