,Date,Game,Time,Result
31,26/09/2015,מכבי נתניה - הפועל חיפה,20:00,2-1
32,26/09/2015,"מכבי חיפה - מכבי ת""א",20:08,2-0
33,28/09/2015,"הפועל ת""א - בני יהודה ת""א",19:00,1-3
34,28/09/2015,"בית""ר י-ם - הפועל כפ""ס",20:45,1-3
35,03/10/2015,"בני יהודה ת""א - מכבי נתניה",15:30,2-1
36,03/10/2015,"הפועל כפ""ס - הפועל ת""א",17:00,1-1
37,03/10/2015,הפועל רעננה - מכבי חיפה,17:45,2-0
38,03/10/2015,"הפועל חיפה - הפועל ק""ש",19:00,4-1
39,03/10/2015,"מכבי ת""א - הפועל עכו",20:00,0-5
40,03/10/2015,"הפועל ב""ש - מכבי ע. פ""ת",20:20,2-5
41,05/10/2015,"בני סכנין - בית""ר י-ם",20:50,3-1
42,17/10/2015,"הפועל ת""א - בני סכנין",17:45,4-0
43,17/10/2015,"הפועל חיפה - בני יהודה ת""א",19:00,1-0
44,17/10/2015,הפועל עכו - הפועל רעננה,19:30,1-0
45,17/10/2015,"מכבי נתניה - הפועל כפ""ס",19:47,1-0
46,17/10/2015,"מכבי ע. פ""ת - מכבי ת""א",20:00,2-1
47,18/10/2015,"הפועל ק""ש - מכבי חיפה",20:16,0-2
48,19/10/2015,"בית""ר י-ם - הפועל ב""ש",20:55,3-1
49,24/10/2015,בני סכנין - מכבי נתניה,17:45,0-0
50,24/10/2015,"מכבי ע. פ""ת - הפועל רעננה",18:00,2-0
51,24/10/2015,"הפועל כפ""ס - הפועל חיפה",19:00,2-2
52,24/10/2015,"בני יהודה ת""א - הפועל ק""ש",19:30,2-2
53,24/10/2015,מכבי חיפה - הפועל עכו,20:00,0-4
54,25/10/2015,"הפועל ב""ש - הפועל ת""א",20:30,1-3
55,26/10/2015,"מכבי ת""א - בית""ר י-ם",20:55,4-2
56,31/10/2015,"הפועל ק""ש - הפועל עכו",18:00,0-0
57,31/10/2015,"הפועל ת""א - מכבי ת""א",18:00,1-0
58,31/10/2015,הפועל חיפה - בני סכנין,18:00,0-2
59,31/10/2015,"מכבי ע. פ""ת - מכבי חיפה",19:15,1-1
60,01/11/2015,"בני יהודה ת""א - הפועל כפ""ס",19:30,1-2
61,01/11/2015,"מכבי נתניה - הפועל ב""ש",20:35,2-0
62,02/11/2015,"בית""ר י-ם - הפועל רעננה",20:30,0-1
63,07/11/2015,"הפועל רעננה - הפועל ת""א",17:00,1-0
64,07/11/2015,"בני סכנין - בני יהודה ת""א",18:00,2-2
65,07/11/2015,"הפועל כפ""ס - הפועל ק""ש",18:30,0-0
66,07/11/2015,"הפועל עכו - מכבי ע. פ""ת",19:00,0-1
67,07/11/2015,"מכבי ת""א - מכבי נתניה",19:30,1-2
68,08/11/2015,"מכבי חיפה - בית""ר י-ם",20:55,2-0
69,09/11/2015,"הפועל ב""ש - הפועל חיפה",20:30,0-1
70,21/11/2015,"הפועל חיפה - מכבי ת""א",17:00,3-0
71,21/11/2015,"הפועל ק""ש - מכבי ע. פ""ת",18:00,1-0
72,21/11/2015,"הפועל כפ""ס - בני סכנין",18:30,0-1
73,21/11/2015,מכבי נתניה - הפועל רעננה,19:00,3-1
74,21/11/2015,"בני יהודה ת""א - הפועל ב""ש",19:30,0-0
75,22/11/2015,"בית""ר י-ם - הפועל עכו",20:15,0-1
76,23/11/2015,"הפועל ת""א - מכבי חיפה",20:55,3-0
77,28/11/2015,מכבי חיפה - מכבי נתניה,17:30,0-1
78,28/11/2015,"הפועל ק""ש - בני סכנין",18:00,2-0
79,28/11/2015,הפועל רעננה - הפועל חיפה,18:00,2-2
80,28/11/2015,"מכבי ע. פ""ת - בית""ר י-ם",19:15,0-2
81,28/11/2015,"הפועל ב""ש - הפועל כפ""ס",20:10,0-3
82,29/11/2015,"מכבי ת""א - בני יהודה ת""א",20:55,0-4
83,30/11/2015,"הפועל עכו - הפועל ת""א",20:30,1-0
84,05/12/2015,"הפועל ת""א - מכבי ע. פ""ת",15:30,1-0
85,05/12/2015,"בני סכנין - הפועל ב""ש",17:45,1-0
86,05/12/2015,מכבי נתניה - הפועל עכו,18:30,0-0
87,05/12/2015,"בני יהודה ת""א - הפועל רעננה",20:00,3-1
88,05/12/2015,"הפועל כפ""ס - מכבי ת""א",20:00,0-0
89,06/12/2015,"בית""ר י-ם - הפועל ק""ש",20:15,0-2
90,07/12/2015,הפועל חיפה - מכבי חיפה,21:00,4-2
91,12/12/2015,"בני יהודה ת""א - מכבי חיפה",15:15,0-0
92,12/12/2015,הפועל חיפה - הפועל עכו,18:03,1-3
93,12/12/2015,"הפועל כפ""ס - הפועל רעננה",18:30,0-0
94,12/12/2015,"מכבי נתניה - מכבי ע. פ""ת",18:30,0-0
95,12/12/2015,"הפועל ת""א - בית""ר י-ם",20:15,0-0
96,13/12/2015,"הפועל ב""ש - הפועל ק""ש",20:55,1-2
97,14/12/2015,"בני סכנין - מכבי ת""א",20:30,2-0
98,19/12/2015,הפועל רעננה - בני סכנין,18:00,0-1
99,19/12/2015,"מכבי ע. פ""ת - הפועל חיפה",18:30,1-1
100,19/12/2015,"הפועל ק""ש - הפועל ת""א",18:45,0-3
101,19/12/2015,"הפועל עכו - בני יהודה ת""א",19:00,1-0
102,19/12/2015,"בית""ר י-ם - מכבי נתניה",20:00,0-1
103,20/12/2015,"מכבי חיפה - הפועל כפ""ס",20:15,1-1
104,21/12/2015,"מכבי ת""א - הפועל ב""ש",21:00,2-1
105,26/12/2015,בני סכנין - מכבי חיפה,17:00,2-1
106,26/12/2015,"בני יהודה ת""א - מכבי ע. פ""ת",18:30,1-1
107,26/12/2015,"הפועל כפ""ס - הפועל עכו",18:32,1-0
108,26/12/2015,"מכבי נתניה - הפועל ת""א",19:30,1-1
109,26/12/2015,"הפועל חיפה - בית""ר י-ם",20:00,1-1
110,27/12/2015,"מכבי ת""א - הפועל ק""ש",20:55,0-5
111,28/12/2015,"הפועל ב""ש - הפועל רעננה",20:55,0-2
112,02/01/2016,"הפועל רעננה - מכבי ת""א",17:00,2-0
113,02/01/2016,"הפועל ק""ש - מכבי נתניה",18:00,0-3
114,02/01/2016,"מכבי ע. פ""ת - הפועל כפ""ס",18:30,0-2
115,02/01/2016,הפועל עכו - בני סכנין,19:00,2-2
116,02/01/2016,"בית""ר י-ם - בני יהודה ת""א",19:30,0-1
117,03/01/2016,"הפועל ת""א - הפועל חיפה",20:15,0-0
118,04/01/2016,"מכבי חיפה - הפועל ב""ש",20:55,1-1
119,09/01/2016,"בני יהודה ת""א - הפועל ת""א",17:00,3-1
120,09/01/2016,"הפועל רעננה - הפועל ק""ש",18:00,1-1
121,09/01/2016,הפועל חיפה - מכבי נתניה,18:00,0-2
122,09/01/2016,"בני סכנין - מכבי ע. פ""ת",18:30,0-1
123,09/01/2016,"הפועל ב""ש - הפועל עכו",19:30,0-3
124,10/01/2016,"הפועל כפ""ס - בית""ר י-ם",20:15,0-1
125,10/01/2016,"מכבי ת""א - מכבי חיפה",20:55,1-2
126,16/01/2016,"הפועל ת""א - הפועל כפ""ס",17:00,1-0
127,16/01/2016,"הפועל ק""ש - הפועל חיפה",18:30,1-1
128,16/01/2016,"מכבי נתניה - בני יהודה ת""א",18:30,2-0
129,16/01/2016,"מכבי ע. פ""ת - הפועל ב""ש",19:30,1-0
130,17/01/2016,מכבי חיפה - הפועל רעננה,20:30,0-2
131,18/01/2016,"הפועל עכו - מכבי ת""א",20:00,3-0
132,18/01/2016,"בית""ר י-ם - בני סכנין",20:55,0-1
133,23/01/2016,"בני יהודה ת""א - הפועל חיפה",15:00,0-1
134,23/01/2016,"בני סכנין - הפועל ת""א",17:30,0-1
135,23/01/2016,הפועל רעננה - הפועל עכו,18:30,1-3
136,23/01/2016,"הפועל כפ""ס - מכבי נתניה",19:00,0-1
137,23/01/2016,"מכבי ת""א - מכבי ע. פ""ת",20:00,1-3
138,24/01/2016,"מכבי חיפה - הפועל ק""ש",20:10,1-0
139,24/01/2016,"הפועל ב""ש - בית""ר י-ם",20:55,1-2
140,30/01/2016,מכבי נתניה - בני סכנין,16:00,2-0
141,30/01/2016,"הפועל חיפה - הפועל כפ""ס",18:00,1-1
142,30/01/2016,"הפועל ק""ש - בני יהודה ת""א",18:30,1-1
143,30/01/2016,"הפועל ת""א - הפועל ב""ש",19:30,1-0
144,30/01/2016,"הפועל רעננה - מכבי ע. פ""ת",20:00,0-1
145,31/01/2016,הפועל עכו - מכבי חיפה,20:30,1-1
146,01/02/2016,"בית""ר י-ם - מכבי ת""א",21:03,2-2
147,06/02/2016,"מכבי חיפה - מכבי ע. פ""ת",17:00,0-4
148,06/02/2016,"הפועל כפ""ס - בני יהודה ת""א",17:00,2-1
149,06/02/2016,בני סכנין - הפועל חיפה,18:30,0-0
150,06/02/2016,"הפועל עכו - הפועל ק""ש",19:30,0-1
151,06/02/2016,"הפועל ב""ש - מכבי נתניה",19:30,0-2
152,07/02/2016,"מכבי ת""א - הפועל ת""א",20:55,1-1
153,08/02/2016,"הפועל רעננה - בית""ר י-ם",20:30,2-0
154,13/02/2016,"בני יהודה ת""א - בני סכנין",15:00,2-0
155,13/02/2016,"הפועל חיפה - הפועל ב""ש",17:30,2-1
156,13/02/2016,"הפועל ק""ש - הפועל כפ""ס",18:30,2-0
157,13/02/2016,"מכבי ע. פ""ת - הפועל עכו",19:02,2-1
158,13/02/2016,"הפועל ת""א - הפועל רעננה",20:00,1-2
159,14/02/2016,"מכבי נתניה - מכבי ת""א",20:30,3-1
160,15/02/2016,"בית""ר י-ם - מכבי חיפה",21:00,0-3
161,20/02/2016,הפועל רעננה - מכבי נתניה,15:30,0-1
162,20/02/2016,"מכבי ת""א - הפועל חיפה",17:45,1-2
163,20/02/2016,"בני סכנין - הפועל כפ""ס",18:30,0-2
164,20/02/2016,"מכבי ע. פ""ת - הפועל ק""ש",19:00,0-0
165,20/02/2016,"מכבי חיפה - הפועל ת""א",20:02,0-0
166,21/02/2016,"הפועל עכו - בית""ר י-ם",20:15,3-1
167,22/02/2016,"הפועל ב""ש - בני יהודה ת""א",21:00,0-2
168,27/02/2016,הפועל חיפה - הפועל רעננה,17:30,1-1
169,27/02/2016,מכבי נתניה - מכבי חיפה,17:30,3-0
170,27/02/2016,"בני סכנין - הפועל ק""ש",18:30,0-3
171,27/02/2016,"בני יהודה ת""א - מכבי ת""א",19:34,1-0
172,27/02/2016,"בית""ר י-ם - מכבי ע. פ""ת",20:00,0-2
173,28/02/2016,"הפועל כפ""ס - הפועל ב""ש",20:55,2-1
174,29/02/2016,"הפועל ת""א - הפועל עכו",20:00,2-0
175,05/03/2016,"מכבי ע. פ""ת - הפועל ת""א",17:00,1-1
176,05/03/2016,"מכבי ת""א - הפועל כפ""ס",17:30,0-5
177,05/03/2016,"הפועל רעננה - בני יהודה ת""א",18:30,2-0
178,05/03/2016,הפועל עכו - מכבי נתניה,19:30,1-1
179,05/03/2016,"הפועל ק""ש - בית""ר י-ם",20:00,2-0
180,06/03/2016,מכבי חיפה - הפועל חיפה,20:30,2-3
181,07/03/2016,"הפועל ב""ש - בני סכנין",20:55,2-2
182,12/03/2016,"מכבי ת""א - בני סכנין",17:00,0-1
183,12/03/2016,"הפועל ב""ש - הפועל רעננה",19:31,0-0
184,14/03/2016,"בית""ר י-ם - מכבי חיפה",20:55,2-3
185,19/03/2016,"מכבי ע. פ""ת - הפועל חיפה",17:00,1-2
186,19/03/2016,"בני יהודה ת""א - הפועל ק""ש",17:45,0-1
187,19/03/2016,"הפועל כפ""ס - הפועל ת""א",19:15,3-0
188,19/03/2016,"בני סכנין - בית""ר י-ם",20:00,0-2
189,20/03/2016,הפועל עכו - מכבי נתניה,19:00,1-4
190,20/03/2016,הפועל רעננה - מכבי חיפה,20:30,0-3
191,20/03/2016,"הפועל ב""ש - מכבי ת""א",20:55,1-1
192,02/04/2016,"בני יהודה ת""א - מכבי ע. פ""ת",15:30,2-1
193,02/04/2016,מכבי חיפה - בני סכנין,17:45,3-3
194,02/04/2016,"הפועל ק""ש - מכבי נתניה",19:45,0-2
195,02/04/2016,"הפועל ת""א - הפועל עכו",20:00,0-1
196,03/04/2016,"הפועל חיפה - הפועל כפ""ס",19:00,0-0
197,03/04/2016,"מכבי ת""א - הפועל רעננה",20:30,0-3
198,04/04/2016,"בית""ר י-ם - הפועל ב""ש",20:55,2-0
199,09/04/2016,"הפועל כפ""ס - בני יהודה ת""א",17:45,1-0
200,09/04/2016,הפועל רעננה - בני סכנין,18:00,3-2
201,09/04/2016,הפועל עכו - הפועל חיפה,19:15,3-2
202,09/04/2016,"הפועל ב""ש - מכבי חיפה",20:03,1-1
203,10/04/2016,"מכבי ע. פ""ת - הפועל ק""ש",19:00,0-2
204,10/04/2016,"מכבי נתניה - הפועל ת""א",20:30,1-0
205,11/04/2016,"מכבי ת""א - בית""ר י-ם",20:55,2-3
206,16/04/2016,"הפועל ק""ש - הפועל ת""א",17:45,1-1
207,16/04/2016,"מכבי ע. פ""ת - הפועל כפ""ס",17:45,1-0
208,16/04/2016,הפועל חיפה - מכבי נתניה,18:00,1-2
209,16/04/2016,"בני סכנין - הפועל ב""ש",20:00,4-1
210,17/04/2016,"בני יהודה ת""א - הפועל עכו",19:00,1-3
211,17/04/2016,"מכבי חיפה - מכבי ת""א",20:55,0-0
212,18/04/2016,"בית""ר י-ם - הפועל רעננה",20:30,0-1
213,24/04/2016,"מכבי חיפה - בית""ר י-ם",20:30,0-1
214,25/04/2016,"הפועל רעננה - הפועל ב""ש",20:00,4-1
215,25/04/2016,"בני סכנין - מכבי ת""א",21:00,0-0
216,30/04/2016,מכבי חיפה - הפועל רעננה,17:45,0-2
217,30/04/2016,"הפועל כפ""ס - הפועל ק""ש",20:00,1-2
218,30/04/2016,"הפועל עכו - מכבי ע. פ""ת",20:00,3-1
219,30/04/2016,"הפועל ת""א - הפועל חיפה",20:00,3-3
220,01/05/2016,"מכבי נתניה - בני יהודה ת""א",19:00,1-0
221,01/05/2016,"בית""ר י-ם - בני סכנין",20:30,3-0
222,02/05/2016,"מכבי ת""א - הפועל ב""ש",20:55,0-0
223,07/05/2016,בני סכנין - מכבי חיפה,17:45,1-0
224,07/05/2016,"בני יהודה ת""א - הפועל ת""א",18:00,4-2
225,07/05/2016,"הפועל ק""ש - הפועל חיפה",20:00,1-2
226,07/05/2016,"הפועל כפ""ס - הפועל עכו",20:03,0-0
227,08/05/2016,"מכבי ע. פ""ת - מכבי נתניה",20:00,1-2
228,09/05/2016,"הפועל רעננה - מכבי ת""א",20:55,1-1
229,09/05/2016,"הפועל ב""ש - בית""ר י-ם",21:00,0-2
230,14/05/2016,בני סכנין - הפועל רעננה,19:45,1-1
231,14/05/2016,"מכבי חיפה - הפועל ב""ש",19:45,1-2
232,14/05/2016,"בית""ר י-ם - מכבי ת""א",19:45,2-0
233,14/05/2016,"מכבי נתניה - הפועל כפ""ס",20:00,1-1
234,15/05/2016,"הפועל ת""א - מכבי ע. פ""ת",20:30,0-0
235,16/05/2016,"הפועל עכו - הפועל ק""ש",20:00,1-1
236,16/05/2016,"הפועל חיפה - בני יהודה ת""א",20:00,1-1
237,21/05/2016,"הפועל רעננה - בית""ר י-ם",21:00,2-1
238,21/05/2016,"מכבי ת""א - מכבי חיפה",21:00,0-6
239,21/05/2016,"הפועל ב""ש - בני סכנין",21:00,1-3
